Amis,English
"a kalevelevan pasu ljaljeqel, temekel itjen tua linalja a zaljum.","It’s a bit cold, so you need to drink more warm water."
kasauny makuda kalevelevan?,How’s the weather today?
"a kalevelevan pasu semezam, temekel itjen tua liaw a zaljum.","It’s a bit hot, so we need to drink more water."
makuda kalevelevan i sasaw?,How’s the weather outside?
"qaca qadaw, paqenetju kiljaungu tua qadaw.",The sun is bright and remember to wear sunscreen.
makuda kalevelevan i sasaw?,How’s the weather outside?
"liaw qerepus, neka qadaw i kalevelevan.",There are a lot of clouds but no sun in the sky.
makuda kalevelevan nutiyaw?,How is the weather tomorrow?
"nutiyaw neka qadaw, liaw qerepus, qaca vali.",It will be cloudy and windy but not sunny tomorrow.
tazua qadaw makuda kalevelevan?,How was the weather that day?
"tazua qadaw pasu ljaljeqel, kavau ta tjiaku nu ljisasaw.",It was a bit cold and you needed to wear a jacket when you went outside.
nu kilavay makuda kalevelevan?,How’s the weather on the weekend?
nu kilavay sarenguaq a kalevelevan.,It will be sunny on the weekend.
tazua qadaw uri qemudjalj?,Will it be rainy that day?
"tazua maqadaw a kalevelevan, ika qemudjalj.",It will have no rain and be sunny that day.
tazua qadaw uri qemudjalj?,Will it be rainy that day?
"ui, uri qemudjalj nu tazua qadaw.","Yes, it will be rainy that day."
tucu na qemudjalj ri?,Is it raining now?
"meljay anga, tjevutanga qadaw.",The rain stops and the sun comes out.
izua qudjalj tucu?,Is it raining now?
"qemudjalj anga, ika namasi ljinay aken.",It is raining and I don’t have an umbrella with me.
qemudjaqudjalj a i sasaw?,Is it raining outside?
"tucu ika qemudjaqudjalj, ljakua pasuvililj ta cengelj uri qemudjalj, kacu tua ljinay.","It is not raining now, but it will be rainy in the afternoon, so you need to bring an umbrella when you go out."
nacavilj uri ljaljeqel a kaljavuceleljan?,Will it be very cold in winter next year?
"ui, nu icavilj uri ljaljeqel a kaljavuceleljan, kavau tu liaw ta kava.","Yes, it will be very cold in winter next year, so you need to put on extra layers."
tucu a cavilj kisemezam a kaljazalazangan?,Will it be very hot in summer this year?
"ui, nu kaljazalazangan uri semezam, temekel tjen tu liaw ta zaljum.","Yes, it will be very hot and you need to drink more water."
tjengelay sun tua kaljavevuan.?,Do you like spring?
"tjenglay ken ta kaljavevuan, semeljec a kalevelevan.",I like spring because the weather is warm.
tjengelay su ta kaljaulagan?,Do you like autumn?
"ika ken na tjengelay ta kaljaulagan, izua liaw a buhu nu kaljaulagan.",I don’t like autumn because there are lots of typhoons in autumn.
madraudraw a ken kemacu ta sapitj.,I forgot to bring the textbook.
tiaken kati sun kaciuli a pacun.,I will share it with you.
madraudraw aken kemacu ta siquliqulip.,I forgot to bring the eraser.
u pasedjamy sun.,I can lend you.
na madraudraw sun a kemacu ta inpic?,Do you forget to bring your pen?
ui pasedjamy aken ta su inpic?,"Yes, can you lend me a pen?"
nu cengelj anema su kanen?,What would you like for lunch?
uli keman na ken ta pang.,I want some bread.
anema su kanen a kaiven?,What would you like for dinner?
uli keman na ken ta paday.,I want some rice.
anema su kinan a kenamain?,What did you have for breakfast?
na keman aken ta qucilu.,I ate an egg.
anema su kinan a cengelj?,What did you have for lunch?
na keman aken ta vuyu.,I ate the chicken.
ali vaiki djemakedjak ta bulu.,Let’s play soccer.
"sausaunan, nusauny u su kimaw anga.",You go first and I will catch up later.
ali vaik a kemavekav.,Let’s go swimming.
ui! ali kaciuli.,Sure! Let’s go there together.
ali kivanvan ta bulu.,Let’s play ball.
"ilang, alianan semakuc ta sunatj.","No, we have to carry books first."
na kimuremur anga sun?,Did you brush your teeth?
"inianan, semenasenaw a ken ta kisi tucu.",Not yet. I am doing the dishes.
na menuremur anga sun?,Did you rinse out your mouth?
na menuremur anga ken.,"Yes, I rinsed out my mouth."
su sinenaw anga kisi?,Did you wash the dishes?
maka senaw anga ken ta kisi.,I already washed the dishes.
akumaya ika na pilima sun?,Why didn’t you wash your hands?
nusauny u senavay anga.,I will wash my hands later.
kasauny anema su kudakudaing.,What were you doing just now?
uli vaik a en kemin ta sinsi.,I went to meet the teacher.
nu puaming kitulu anema kudaing nimadju?,What is she doing after school?
uli vaik a uduli timadju.,She is going to go dancing.
"akay, i tjumaq sun?","akay, are you home?"
"izua, kilimu a ljitaladju.","Yes, come on in."
"akay, i tjumaq sun?","akay, are you home?"
"neka ti akay i tjumaq ! ti ljeljeng aken, anema su sikimkim? nu mangetjez ku tjumaljay anga ti akay.",akay is not at home. I am ljeljeng. What can I do for you? I will let him know when he comes back.
tima mun?,Who are you?
"vuvu, ti savan akay a men, pusaladj amen a semuqeljev.","Grandma, we are savan and akay, please open the door for us."
tima?,Who is it?
"ti buya ken, kemikim aken tjai kapi","I am buya, I am here for kapi."
"vuvu, mangtjez a ken paljilji tjanusun.","Grandma, I am here to see you."
"sicuayan nangata su pinantjezan, singelit aken aravac tjanusun.",You haven’t been here for a long time. I missed you so much.
"savan, mangetjez aken kemin tjanusun a kivanvan.","savan, I am here to play with you."
"kilimu ljitaladju, cuayanga ken a kemaljavaljava tjanusun.",Come on in! I have been waiting for you for a long time.
"aicu u talem a vurasi, paqayami a keman.",This is the sweet potato I grow. Try it!
aicu vurasi qaljemeqem angata.,The sweet potato is so sweet.
"idu! aicu u talem a kudamunu, paqayami a keman.",Come here! These are the fruits I grow. You should try it.
aicu a kudamunu qaljemeqem angata.,The fruit tastes sweet.
qiladju! aicu inika kinusulian a puday tiaken a na temalem kanu pay !,Take a seat! You should try some organic corn that I grow.
u! ca puday qaljemeqem angata.,Wow! The corn tastes so sweet.
sakeman sun ta tjanes?,Do you want some oranges?
"ika keman na en ta tjanes, keman na en ta ringku.",I can’t eat oranges. I will have some apples instead.
uli keman sun ta pingkan?,Would you want some cookies?
"ui, tjengelay en.","Sure, I like it very much."
u sitjuljakan sun ta kudamunu sipakan tjanusun.,Let me peel the fruit for you.
"masalu, aicu a kudamunu liaw qetim.",Thank you. This fruit is so juicy.
malap aken ta zaljum sipatekel tjanusun.,I will bring you some water.
masalu.,Thank you.
"su liaw keman, liaw ku sinandjamay.",Enjoy yourself. I cooked a lot of dishes.
u! salulum angata saka sanguaq tauta.,Oh! It smells good and looks delicious.
"su liaw keman, izuanan liaw imaza.",Enjoy yourself. There is a lot more.
ika masiaq anga ken yu!,I’ll make myself at home then.
"su liaw keman, izuanan liaw imaza.",Enjoy yourself. There are plenty here.
"liaw anga u kinan, dikinay anga keman.",I ate a lot and couldn’t eat any more.
nusauny uli ku kacuing mun a sema vavuwa.,I will take you to the mountains today.
aya ti kina liaw cacalag i vavuwa.,Mom says that there are lots of mosquitoes in the mountains.
nusauny uli ku kacuing mun a sema can.,I will take you to the fields.
uli vaik itjen a kemangkang.,Are we going to loosen the soil?
nusauny uli vaik itjen a mainu?,Where are we going today?
uli kacuing tjen sema pana ni sinsi.,Teacher will take us to the riverside.
nusauny uli vaik itjen mainu?,Where are we going today?
uli kacuing tjen ni sinsi a sema vavuwa.,Teacher will take us to the mountains today.
nusauny uli vaik tjen a sema pana?,Are we going to the riverside today?
"ini, uli kacuing tjen a sema vavuwa ni sinsi.","No, our teacher is going to take us to the mountains."
nusauny uli vaik itjen a sema vavuwa?,Are we going to the mountains today?
"ini, nusauny uli vaik itjen sema can.","No, we are going to the fields."
"sinsi, ama uli tja pacunan i pana?","Teacher, what are we going to see at the riverside?"
vaik itjen a pacun ta tungbu.,We are going to see dragonflies.
"sinsi, uli vaik itjen ma vavuwa pacun ta anema?","Teacher, what are we going to see in the mountains?"
ali vaiki pacun ta kadradrungulj.,We are going to see butterflies.
anema tja kudaing a ma can?,We are going to see butterflies.
"uli vaik amen ma can paljilji tua nia talem a puday, kinemenemu izua sasiq, pangac yu!","We are going to see the corn we grow in the fields, but you need to be aware of the ants and bees."
sinsi uli vaik itjen a sema pana kemavekav?,"Teacher, are we going to swim in the river?"
"ini, uli vaik itjen pacun ta tungbu.","No, we are going to see dragonflies."
sinsi uli vaik itjen sema can temalem ta ljaceng?,"Teacher, are we going to grow some vegetables in the fields?"
uli vaik itjen a kemangkang.,We are going to loosen the soil today.
izua za tungbu a minlayalayap.,There are dragonflies flying around.
kasauny sipuita pacun ta valjualjut a tungbu.,Today is the first time I see real living dragonflies.
izua za kadradrungulj a minlayalayap.,There are butterflies flying around.
"yi! wa! tjengelay a ken ta kadradrungulj, sasanguwaq.",Yeh! Wow! I love butterflies. They are very beautiful.
izua za kadradrungulj a minlayalayap.,There are butterflies flying around.
"ika kadradrungulj azua, pangac azua.",Those are not butterflies. They are bees.
"pacucunu imaza, maya vaik a ljacadja ta kadjunangan yu!",Come here and take a look. Don’t go too far!
"ui, ika men na vaik a pasa ljacadja ta kadjunangan.","Got it, we won’t go anywhere too far."
"maya mekelj, kigalju a djemavac tjakuyanga sekulilj.",Don’t run and walk slowly lest you fall down.
sa djaljaw ken a pacun.,I want to see them right away.
kemuda sun a sema tapaw?,How do you go to the block-house?
uli ungeting aken ta zidusiya sema tapaw.,I drive to the block-house.
uli kemuda vaik a biuing timadju?,How does he go to the hospital?
na djemavac timadju sema biuing.,He walks to the hospital.
uli kemuda sun vaik a sema penhu?,How do you go to Penghu?
uli ljivavaw aken ta hikuki sema penghu.,I go to Penghu by plane.
uli kemuda sun vaik a sema penghu?,How do you go to Penghu?
uli ljivavaw aken ta varukur sema penghu.,I go to Penghu by boat.
anema su ljivavaven a sema tjumaq.,How do you go home?
ljivavaw ta tjiing a sema tjumaq.,I go home by MRT.
anema ljivavaven ni tjuku a sema gaku?,How does tjuku go to school?
ljivavaw ta kisia sema gaku ti tjuku.,tjuku goes to school by train.
anema ljivavaven ni camak a sema kiukay?,How does camak go to church?
padjidingsia ti camak sema kiukay.,camak goes to church by bicycle.
ljivavaw sun ta tjiing sema gaku?,Do you go to school by MRT?
"ui, padjidingsia ken a sema gaku.","Yes, I go to school by bicycle."
uli ljivavaw sun ta kauty sema takaw?,Do you go to Kaohsiung by High Speed Rail?
"ui, ljivavaw aken ta kauty sema takaw.","Yes, I go to Kaohsiung by High Speed Rail."
uli ljivavaw sun ta kisia tuki hikuki? a sema taitu?,Are you going to Taitung by train or by plane?
"ljivavaw aken ta hikuki, ljivavaw ta hikuki tja djaljaw tua kisia.",I will take the plane because it is faster than the train.
uli ljivavaw ta basu tuki emungeting a sema kiukay?,Are you going to drive to the church or take the bus?
"emungeting aken sema kuikay, nu paka ta basu tja salenguaq a emungeting.",I will drive to the church because it is more convenient than the bus.
demut a iciba ta nu umaq?,Is the market close to your house?
"ljacadja, nu vaik sema iciba pautubay aken.","No, it is not, so I always ride the motorcycle to the market."
aza iubingkiyuku a kinacadjan kata gaku demut ri ?,Is the post office close to the school?
"ljadut, djemavac itjen.","Yes, it is within walking distance."
aza kakanan a kinacadjan kata tisiaba demut ri ?,Is the restaurant close to the station?
tjevuta ta tisiaba djemavac tu lima bung djemaljun.,It only takes five minutes after you walk out of the station.
izua su djikan nusauny?,Are you available today?
makuda?,What is the matter?
savaik a en paljilji tjanusun.,I would like to visit you.
"nusauny izua u kudaing neka i tjumaq, nu tjaivililj anga a qadaw.",I am out today. How about another day?
saka nutiaw izua su djikan? nu pasuvililj tua cengelj u kimaw sun.,"Then, are you available tomorrow? I’ll visit you tomorrow afternoon."
"dikilu, u kaljavaljavaw sun i tjumaq.","Sure, I will wait for you at home."
dikilu aken semeljup tua su zaing? sa kiruku aken.,Would you mind if  I do the voice recording? I would like to keep a record.
ui! dikilu inikamakuda!,: Sure! No problem.
dikilu a remuing?,Would you mind if I do the video recording?
"sekulung aken, ika pinarimasudj a kuvaw, maya lja!","No, I am plain and the warehouse hasn’t been tidied up yet."
nu maitazua semasing aken numaya.,Then I will just take photos.
ika kisasing tauta.,No photographing either.
masalu tjanusun gemaugaw tua ku sikivadaq.,Thank you for accepting the interview.
"inikamakuda, anema su sa kivadaqan?",You are welcome. What would you like to know?
kivadaqaw sun ka maqacuvucuvung anan sun anema su sengsengan?,What do you do when you are young?
"kasicuayan kinsac a ken, ljakua tucu na kitjaulanga en.",: I was a police officer but I am retired now.
sa tucu izua su sengsengan ?,"Then, are you working at the moment?"
i gaku a ku kakasengsengan.,I am working at school.
kivadaqaw a kinaizuanan na su aljak i qinaljan tauta?,Do your kids live in the tribe too?
"ini, a kinaizuanan na u aljak i hici.","No, my kids are all living in the city."
sa macidicidilj sun i tua su kinaizuanan?,"Then, do you live by yourself?"
"izuanan ku qinuzip ita vatu kata qayaqayam, tiamadju matu ku taqumaqanan tauta.",I also keep a dog and a bird. They are my family.
"na qemuzip a en tu ita ta ngiyaw uta, izua dubuc na zemang ika masepelj.",I have a cat too. I won’t get bored with the company of my pet.
sa kivadaq aken tjanusun tua pakata qemaljup a palisi.,I would like to ask you about the taboos of hunting.
"ika liaw u kineljang, ljakua a ku kineljan tjara ku tevelay sun","I don’t know much about that, but I will tell you everything I know."
aza nimun siqaljuqaljup a kuwang a turivecan izua anema palisi?,Do you have any taboos about hunting weapons?
aza tja siqaljup kuwang a turivecan dikinay vavayan a cemelcel.,Our hunting weapons are untouchable to women.
aza vavayan dikilu kiciul a qemaljup?,"Then, can women go hunting together?"
"dikinay, a vavayan inika dikilu a qemaljup tauta.","No, women cannot go hunting either."
"buya nekanga vauwa i tjumaq, sau veliu ta vauwa.","buya, our home is out of rice wine, please go and buy some."
izuanan ita dalilj i kakesan. pasaladji a venely.,"There is still one bottle left in the kitchen, so there is no need to buy one!"
"talanay a ita dalilj, sau veliu anan tu drusa mangetjez.","One bottle is not enough for me, go and buy two more back."
"uli veneli aken ta vauwa, pavelively mun?",I am looking for rice wine. Do you have any rice wine?
